21775897,SUNSET FARM,Zimbabwe,29.73,19.91,1280
21785083,ZOE FARM,Zimbabwe,29.66,19.11,1300
22808563,MAZOWE POLICE,Zimbabwe,30.96,17.51,1250
13797256,GUYU,Zimbabwe,25.76,18.46,1050
23794080,LENDY ESTATES,Zimbabwe,31.48,18.26,1540
23794784,RUZAWI SCHOOL,Zimbabwe,31.55,18.23,1630
21785472,HARSTON,Zimbabwe,29.71,19.21,1350
22800656,HENDERSON FISHERIES,Zimbabwe,30.98,17.56,1260
23794815,MAWARE,Zimbabwe,31.55,18.85,1300
13797257,GUYO,Zimbabwe,25.76,18.46,1050
21776338,DORO (THE),Zimbabwe,29.75,20.43,1060
21786081,GLORYANNA,Zimbabwe,29.76,19.13,1280
23794853,SCORROR ESTATE,Zimbabwe,31.53,18.53,1360
23794940,WEDZA,Zimbabwe,31.56,18.61,1380
23794960,IGUDU ESTATE,Zimbabwe,31.58,18.45,1360
13797576,TROPHY HUNTERS AFRICA,Zimbabwe,25.81,18.3,970
22808668,MAZOE YARROWDALE,Zimbabwe,30.98,17.46,1220
23795008,SHUMBA(Chivhu),Zimbabwe,31.58,18.93,1180
21786094,REDCLIFF,Zimbabwe,29.76,19.01,1200
23795165,MUNEMO,Zimbabwe,31.58,18.4,1400
22808680,WICHWEED DEM.FARM,Zimbabwe,30.96,17.33,1190
13797995,FULLER FOREST,Zimbabwe,25.86,18.13,1050
23795388,TIPPERARY,Zimbabwe,31.61,18.2,1640
23795558,IGAVA,Zimbabwe,31.66,18.46,1370
21786265,ROCK VALLEY,Zimbabwe,29.78,19.28,1380
23795580,WENIMBI,Zimbabwe,31.65,18.26,1500
22808681,RIDUNA/AUCHENDINNY/TEIGN,Zimbabwe,30.96,17.33,1190
23795845,DENDENDE,Zimbabwe,31.66,18.58,1320
21786279,HUNTERS ROAD,Zimbabwe,29.78,19.15,1290
23795891,MONTCLAIR,Zimbabwe,31.65,18.18,1640
22808745,GLENARA ESTATE,Zimbabwe,30.98,17.66,1500
23796133,DENDENYORE,Zimbabwe,31.68,18.68,1380
21776599,WOODLANDS(Ghoko Plains),Zimbabwe,29.81,19.88,1200
23796171,DIRIHORI,Zimbabwe,31.68,18.35,1560
22808762,MAZOE DAM,Zimbabwe,30.98,17.51,1280
23796289,TARARA,Zimbabwe,31.68,18.18,1560
23796315,CHIGADORA,Zimbabwe,31.71,18.86,1360
22808794,HOWARD INSTITUTE,Zimbabwe,30.98,17.23,1200
24777042,MOUNT SELINDA MISSION,Zimbabwe,32.71,20.41,1080
23796554,ELANDSLAAGTE,Zimbabwe,31.73,18.5,1370
13798089,WATERFORD,Zimbabwe,25.86,18.16,960
22808851,CHRISTON BANK,Zimbabwe,31,17.61,1430
24777054,LITTLE SWAN,Zimbabwe,32.7,20.31,920
23796639,WYE VALLEY,Zimbabwe,31.73,18.63,1320
13798360,TSHABALISA,Zimbabwe,25.9,18.45,1040
22808881,KILDRUM,Zimbabwe,31,17.35,1160
21777260,MABGWEMATEMA,Zimbabwe,29.96,20.23,980
13798471,HWANGE MATETSI,Zimbabwe,25.9,18.35,1120
23796663,DELTA,Zimbabwe,31.73,18.41,1500
24777143,GUNGUNYANA FOREST,Zimbabwe,32.73,20.4,1080
22808984,CRAIGENGOWER,Zimbabwe,31.01,17.31,1160
13798654,TSHOWE,Zimbabwe,25.91,18.5,1040
23796690,HOME PARK,Zimbabwe,31.73,18.18,1600
21777330,RADWAY FARM,Zimbabwe,29.86,20.51,1080
24777153,STIRLING (Chipinge),Zimbabwe,32.71,20.3,900
13798666,ROAD CAMP MIN 6A,Zimbabwe,25.91,18.4,1020
23796744,MOUNT RUNDUZI,Zimbabwe,31.73,18.6,1320
23796749,TWEEJAN,Zimbabwe,31.73,18.55,1340
24777240,ZONA,Zimbabwe,32.73,20.45,880
13798979,MATETSI RAIL(New),Zimbabwe,25.43,18.26,880
23796962,CAVE,Zimbabwe,31.76,18.43,1460
13799340,HWANGE ROBINS CAMP,Zimbabwe,25.96,18.61,960
24777291,ONRUST,Zimbabwe,32.73,20,1340
23797065,WILTON,Zimbabwe,31.78,18.41,1440
23797231,GOTO,Zimbabwe,31.78,18.7,1240
23797452,DOWA DIVISION,Zimbabwe,31.8,18.51,1400
13799367,VLAKFONTEIN,Zimbabwe,25.98,18.4,1020
24777298,THORNTON,Zimbabwe,32.73,19.91,1650
23797774,ELDORADO,Zimbabwe,31.83,18.31,1440
23797794,MACHEKE RAIL,Zimbabwe,31.83,18.15,1540
23797834,MASVOSWA,Zimbabwe,31.85,18.68,1200
