407,DMNTMP,Date of Extr Min,Date of the extreme minimum 10 day temperature,1.00,,,Unitless,dekadal
408,TOTPRC,Precip Total 10D,Precipitation  total 10 day,0.10,,,Millimeters,dekadal
409,TOTSNW,Snow  Total 10D,Snowfall  total 10 day,1.00,,,Centimeters,dekadal
410,MXPRCP,Precip  max dly,Precipitation  greatest daily in the 10 day period,0.10,,,Millimeters,dekadal
411,DMXPRC,Date of Max Prcp,Date of the greatest daily precipitation in 10 days,1.00,,,Unitless,dekadal
412,MXSNOW,Snowfall max dly,Snowfall  greatest daily in the 10 day period,1.00,,,Centimeters,dekadal
413,DMXSNW,Date of Max Snow,Date of the greatest daily snowfall in 10 days,1.00,,,Unitless,dekadal
414,EVAPPN,Evap  pan  10D,Evaporation  pan  total 10 day,0.10,,,Millimeters,dekadal
415,EVAPLK,Evap  lake  10D,Evaporation  lake  total 10 day,0.10,,,Millimeters,dekadal
416,MMXPAN,Temp  pan mn max,Temperature  evap pan  10 day mean maximum daily,0.10,,,Degrees C,dekadal
417,MMNPAN,Temp  pan mn min,Temperature  evap pan  10 day mean minimum daily,0.10,,,Degrees C,dekadal
418,MNPAN,Temp  pan  mean,Temperature  evap pan  10 day mean,0.10,,,Degrees C,dekadal
419,XMXPAN,Temp  pan 10D mx,Temperature  evap pan  extreme 10 day maximum,0.10,,,Degrees C,dekadal
420,DMXPAN,Date of Extr Max,Date of extreme max 10 day temp of evap pan,1.00,,,Unitless,dekadal
421,XMNPAN,Temp  pan 10D mn,Temperature  evap pan  extreme 10 day minimum,0.10,,,Degrees C,dekadal
422,DMNPAN,Date of Extr Min,Date of extreme min 10 day temp of evap pan,1.00,,,Unitless,dekadal
423,HDD1,HTNG Degree Day1,Heating degree days  total 10 day - Base1,1.00,,,Unitless,dekadal
424,HDD2,HTNG Degree Day2,Heating degree days  total 10 day - Base2,1.00,,,Unitless,dekadal
425,CDD1,CLNG Degree Day1,Cooling degree days  total 10 day - Base1,1.00,,,Unitless,dekadal
426,CDD2,CLNG Degree Day2,Cooling degree days  total 10 day - Base2,1.00,,,Unitless,dekadal
427,GDD1,GRNG Degree Day1,Growing degree days  total 10 day - Base1,1.00,,,Unitless,dekadal
428,GDD2,GRNG Degree Day2,Growing degree days  total 10 day - Base2,1.00,,,Unitless,dekadal
429,DYRAIN,Days with Rain,Days  number with rainfall in 10 days,1.00,,,Unitless,dekadal
430,DYTHND,Days with Thunde,Days  number with thunderstorms in 10 days,1.00,,,Unitless,dekadal
431,DYHAIL,Days with Hail,Days  number with hail in 10 days,1.00,,,Unitless,dekadal
432,DYFOG,Days with Fog,Days  number with fog in 10 days,1.00,,,Unitless,dekadal
433,DYSAND,Days with Dust,Days  number with blowing sand or dust in 10 days,1.00,,,Unitless,dekadal
434,DYSMOK,Days with Smoke,Days  number with smoke or thick haze in 10 days,1.00,,,Unitless,dekadal
435,DYSNOW,Days with Snow,Days  number with snow in 10 days,1.00,,,Unitless,dekadal
436,DYBSNW,Days with Blw sn,Days  number with blowing snow in 10 days,1.00,,,Unitless,dekadal
437,DYWND1,Days wth wind 10,Days  number with wind greater than 10 m/sec in 10 days,1.00,,,Unitless,dekadal
438,DYWND5,Days wth wind 15,Days  number with wind greater than 15 m/sec in 10 days,1.00,,,Unitless,dekadal
439,DYGLAZ,Days with glaze,Days  number with glaze (freezing rain) in 10 days,1.00,,,Unitless,dekadal
440,DYTML1,Days temp < 1,Days  number with temp less than base 1 in 10 days,1.00,,,Unitless,dekadal
441,DYTML2,Days temp < 2,Days  number with temp less than base 2 in 10 days,1.00,,,Unitless,dekadal
442,DYTML3,Days temp < 3,Days  number with temp less than base 3 in 10 days,1.00,,,Unitless,dekadal
443,DYTMG1,Days temp > 1,Days  number with temp greater than base 1 in 10 days,1.00,,,Unitless,dekadal
444,DYTMG2,Days temp > 2,Days  number with temp greater than base 2 in 10 days,1.00,,,Unitless,dekadal
445,DYTMG3,Days temp > 3,Days  number with temp greater than base 3 in 10 days,1.00,,,Unitless,dekadal
446,DYPRG1,Days precip > 1,Days  number with precip greater than base 1 in 10 days,1.00,,,Unitless,dekadal
447,DYPRG2,Days precip > 2,Days  number with precip greater than base 2 in 10 days,1.00,,,Unitless,dekadal
448,DYPRG3,Days precip > 3,Days  number with precip greater than base 3 in 10 days,1.00,,,Unitless,dekadal
449,MNMXDP,Temp dp mean max,Temperature  dew point  mean maximum 10 day,0.10,,,Degrees C,dekadal
450,MNMNDP,Temp dp mean min,Temperature  dew point  mean minimum 10 day,0.10,,,Degrees C,dekadal
451,MNDP,Temp dp mean 10D,Temperature  dew point  mean 10 day,0.10,,,Degrees C,dekadal
452,EXMXDP,Temp  dp 10D max,Temperature  dew point  extreme 10 day maximum,0.10,,,Degrees C,dekadal
453,DXMXDP,Date extr Mx DP,Date of extreme maximum 10 day dewpoint,1.00,,,Unitless,dekadal
454,EXMNDP,Temp  dp 10D min,Temperature  dew point  extreme 10 day minimum,0.10,,,Degrees C,dekadal
455,DXMNDP,Date extr Mn DP,Date of extreme minimum 10 day dewpoint,1.00,,,Unitless,dekadal
456,MNMXRH,RH  mean max 10D,Relative humidity  mean maximum 10 day,1.00,100,0,Percent,dekadal
457,MNMNRH,RH  mean min 10D,Relative humidity  mean minimum 10 day,1.00,100,0,Percent,dekadal
458,MNRH,RH  mean 10 day,Relative humidity  mean 10 day,1.00,100,0,Percent,dekadal
459,EXMXRH,RH  extrm max,Relative humidity  extreme 10 day maximum,1.00,100,0,Percent,dekadal
460,DXMXRH,Date extr Mx RH,Date of extreme maximum 10 day relative humidity,1.00,,,Unitless,dekadal
461,EXMNRH,RH  extrm min,Relative humidity  extreme 10 day minimum,1.00,100,0,Percent,dekadal
462,DXMNRH,Date extr Mn RH,Date of extreme minimum 10 day relative humidity,1.00,,,Unitless,dekadal
463,EVAPMX,Evap  max dly,Evaporation  greatest daily in the 10 day period,0.10,,,Millimeters,dekadal
464,DMXEVP,Date of max evap,Date of the greatest daily evaporation in the 10 day period,1.00,,,Unitless,dekadal
477,EVAPPICHE,Evaporation  Piche  daily,Evaporation  Piche  daily,0.10,90,0,Millimetres,daily
478,GPM,GPM  daily average,Geopotential height  daily average,0.10,,,metres,daily
500,PRECIP,Precip daily  coded,Precip daily  coded for synop,1.00,,,Millimetres,synop
503,TEMPDP12,Temp  dew point,Temperature  dew point at 12Z,0.10,,,Degrees C,daily
504,PRECIPDR,Precip  hours,Precipitation  total hours,0.10,,,Hours,daily
511,TEMPDB12,Temp  dry bulb12,Temperature  dry bulb at 12 Z,0.10,460,0,Degrees C,daily
512,TEMPWB12,Temp  wet bulb12,Temperature  wet bulb at 12Z,0.10,,,Degrees C,daily
513,WNDRN,Wind mileage dly,Wind mileage  daily,1.00,,,Kilometers,daily
515,RELHUM12,Relative Humidty 12Z,Relative humidity at 12Z,1.00,100,0,Percent,daily
518,EVAPPN2,Evap  pan1 daily,Evaporation  pan2  daily total,0.10,229,0,Millimeters,daily
530,TMPMNRST,Temp  daily min reset,Temperature  daily minimum reset,0.10,400,-70,Degrees C,daily
531,TMPMXRST,Temp  daily max reset,Temperature  daily maximum reset,0.10,,,Degrees C,daily
532,SUNHRS,Sunshine  hours,Sunshine  total hours,0.10,130,0,Hours,daily
541,SOILMST005,Soil  moisture daily005,Soil  Moisture daily at 5 cm,0.10,3610,0,Millimeters,daily
542,SOILMST100,Soil  moisture daily100,Soil  Moisture daily at 100 cm,0.10,500,0,Millimeters,daily
554,SOILT0530,Temp  soil0530,Temperature  soil  20 cm at 05Z,0.10,,,Degrees C,daily
561,SOILT0905,Temp  soil0905,Temperature  soil  5 cm at 09Z,0.10,,,Degrees C,daily
562,SOILT0910,Temp  soil0910,Temperature  soil  10 cm at 09Z,0.10,,,Degrees C,daily
563,SOILT0920,Temp  soil0920,Temperature  soil  20 cm at 09Z,0.10,,,Degrees C,daily
564,SOILT1305,Temp  soil1305,Temperature  soil  5 cm at 13Z,0.10,,,Degrees C,daily
565,SOILT1310,Temp  soil1310,Temperature  soil  10 cm at 13Z,0.10,,,Degrees C,daily
566,SOILT1320,Temp  soil1320,Temperature  soil  20 cm at 13Z,0.10,,,Degrees C,daily
600,OBSHGHT,Height  observing instrument,Observing instrument height above station elevation,0.01,,,Metres,
806,RH06,RH  daily 06Z,Relative Humidity  daily 06Z,1.00,1000,0,Percent,daily
807,RH12,RH  daily 12Z,Relative Humidity  daily 12Z,1.00,1000,0,Percent,daily
810,TMPI06,Temp  min 06Z,Temperature  minimum at 06Z,0.10,350,-100,Degrees C,daily
811,TMPI12,Temp  min 12Z,Temperature  minimum at 12Z,0.10,350,-100,Degrees C,daily
812,A-PANB,Evap A_Pan Before,Evaporation  A_pan before,1.00,50,0,milliliters,daily
813,A-PANA,Evap A_Pan After,Evaporation  A_pan after,1.00,100,0,milliliters,daily
850,850GPM,850Hp-GMP,Height of the 850 Hectopascal level in Geopotential Metres,1.00,2000,1000,Meters,hourly
851,PstWx,Past Weather W2,Past Weather W2 (WMO Synoptic Code),1.00,,,Unitless,hourly
852,VPDHly,VapPressDeficit,Hourly Vapour Pressure Deficit,0.10,,,Hectopascals,hourly
853,SOIL05,Temp  soil05 dly,Temperature  soil  daily at 5 cm,0.10,,,Degrees C,daily
854,SOIL10,Temp  soil10 dly,Temperature  soil  daily at 10 cm,0.10,,,Degrees C,daily
855,SOIL20,Temp  soil20 dly,Temperature  soil  daily at 20 cm,0.10,,,Degrees C,daily
881,AWSTEMP,AWS  Air Temp,AWS  Air Temperature,0.10,,,Deg Celcius,hourly
882,AWSTMAX,AWS  Max Temp,AWS  Maximum Temperature,0.10,,,Deg Celcius,hourly
883,AWSTMIN,AWS  Min Temp,AWS  Minimum Temperature,0.10,,,Deg Celcius,hourly
884,AWSBARO,AWS  Baro Press,AWS  Barometric Pressure,0.10,,,Millibars,hourly
885,AWSDP,AWS  Dp Temp,AWS  Dew Point Temperature,0.10,,,Celcius,hourly
886,AWSGUSTSPD,AWS  GUST Speed,AWS  Wind Gust Speed,0.10,,,Knots,hourly
887,AWsGUSTDIR,AWS  GUST Direction,AWS  Wind Gust Direction,0.10,,,Degrees,hourly
888,AWSHRSSUN,AWS  Sun Hours,AWS  Sunshine Hours,0.10,,,Hours,hourly
889,AWSQFE,AWS  Station Press,AWS  Station Level Pressure,0.10,,,Millibars,hourly
890,AWSQFF,AWS  Actual Sea Lev Press,AWS  Actual Sea Level Pressure,0.10,,,Millibars,hourly
891,AWSQNH,AWS  Stand Sea Lev Press,AWS  Standard Sea Level Pressure,0.10,,,Millibars,hourly
892,AWSPRECIP,AWS Precip Cum,AWS  Precipitation Cumulative,0.10,,,Millimetres,hourly
893,AWSRH,AWS  RH,AWS  Relative Humidity,0.10,,,Percentage,hourly
894,AWSSOLRAD,AWS  Sol Rad,AWS  Solar Radiation,0.10,,,Megajoules/M**2,hourly
895,AWSWDA,AWS  Wind Dir Avg,AWS  Wind Direction Average,1.00,,,Degrees,hourly
896,AWSWDI,AWS  Wind Dir Inst,AWS  Wind Direction Instantaneous,1.00,,,Degrees,hourly
897,AWSWSA,AWS  Wind Spd Avg,AWS  Wind Speed Average,0.10,,,Knots,hourly
898,AWSWSI,AWS  Wind Spd Inst,AWS  Wind Speed Instantaneous,0.10,,,Knots,hourly
899,LEAFWET,Leaf Wetness,Leaf Wetness,0.10,,,Min,hourly
900,Eto,Eto,Evapotranspiration,0.10,,,Millimetres,hourly
901,AWSTMPMN,AWS  drybulb daily mean,AWS  drybulb daily mean,0.10,,,Degrees C,daily
902,AWSDPMN,AWS  dewpoint daily mean,AWS  dewpoint daily mean,0.10,,,Degrees C,daily
903,AWSSUNTOT,AWS  sunshine daily total,AWS  sunshine daily total,0.10,,,Hours,daily
904,AWSPRESSMN,AWS  mean station pressure,AWS  mean station pressure,0.10,,,hPa,daily
905,AWSMSLPMN,AWS  daily mean station pressure,AWS  daily mean station pressure,0.10,,,hPa,daily
907,AWSRHMN,AWS  RH daily mean,AWS  RH daily mean,0.10,,,Perc,daily
908,AWSRADMN,AWS  solar rad  daily total,AWS  solar rad  daily total,0.10,,,Megajoules/M**2,daily
909,AWSWSPDMN,AWS  wind spd daily ave,AWS  wind spd daily ave,0.10,,,Knots,daily
910,AWSTMAX,AWS  Tmax daily,AWS  Tmax daily,0.10,,,Degrees C,daily
911,AWSTMIN,AWS  Tmin daily,AWS  Tmin daily,0.10,,,Degrees C,daily
912,AWSPRECIPT,AWS  daily precip total,AWS  daily precip total,0.10,,,millimetres,daily
